grid,centroid,c_lon,c_lat,geometry,node,nearest_sap,destination,sap_name,route_length
"1187963.280286 999017.520396, 1187963.280286 1000017.520396, 1188963.280286 1000017.520396, 1188963.280286 999017.520396, 1187963.280286 999017.520396",POINT (1188463.2802863133 999517.520395831),75.77356055299026,26.86794007584621,"POLYGON ((576335.0303105632 2971547.084860695, 576343.9184987645 2972547.7288969657, 577344.5635206616 2972538.841618145, 577335.6752519574 2971538.1956828795, 576335.0303105632 2971547.084860695))",8642212563,POINT (577109.4054533765 2972713.637405763),3787115705,Param Hans Dham,764
"1187963.280286 1000017.520396, 1187963.280286 1001017.520396, 1188963.280286 1001017.520396, 1188963.280286 1000017.520396, 1187963.280286 1000017.520396",POINT (1188463.2802863133 1000517.520395831),75.77371150334463,26.876973341472244,"POLYGON ((576343.9184987645 2972547.7288969657, 576352.8047999353 2973548.3730009673, 577353.4498775975 2973539.487621949, 577344.5635206616 2972538.841618145, 576343.9184987645 2972547.7288969657))",3787115405,POINT (576765.2811830544 2973073.4999293154),3783098185,Mahesh Nagar,181
"1187963.280286 1001017.520396, 1187963.280286 1002017.520396, 1188963.280286 1002017.520396, 1188963.280286 1001017.520396, 1187963.280286 1001017.520396",POINT (1188463.2802863133 1001517.520395831),75.77386247770258,26.886006595587467,"POLYGON ((576352.8047999353 2973548.3730009673, 576361.6892132657 2974549.017147963, 577362.3343219571 2974540.1336695566, 577353.4498775975 2973539.487621949, 576352.8047999353 2973548.3730009673))",3792332802,POINT (576195.4561302467 2973445.782437405),316799660,Gujar Ki thadi,1139
"1187963.280286 1002017.520396, 1187963.280286 1003017.520396, 1188963.280286 1003017.520396, 1188963.280286 1002017.520396, 1187963.280286 1002017.520396",POINT (1188463.2802863133 1002517.520395831),75.77401347606983,26.895039837965843,"POLYGON ((576361.6892132657 2974549.017147963, 576370.5717379561 2975549.661313211, 577371.2168529329 2975540.779736222, 577362.3343219571 2974540.1336695566, 576361.6892132657 2974549.017147963))",3792334918,POINT (576683.6946243045 2975774.4130532774),3788703316,Ram Nagar Extension,1115
"1187963.280286 1003017.520396, 1187963.280286 1004017.520396, 1188963.280286 1004017.520396, 1188963.280286 1003017.520396, 1187963.280286 1003017.520396",POINT (1188463.2802863133 1003517.520395831),75.77416449845208,26.90407306838133,"POLYGON ((576370.5717379561 2975549.661313211, 576379.4523731942 2976550.3054719735, 577380.097469713 2976541.425797207, 577371.2168529329 2975540.779736222, 576370.5717379561 2975549.661313211))",3790075803,POINT (576897.4024055875 2975921.9206212424),3788703333,Sodala Thana,249
"1187963.280286 1004017.520396, 1187963.280286 1005017.520396, 1188963.280286 1005017.520396, 1188963.280286 1004017.520396, 1187963.280286 1004017.520396",POINT (1188463.2802863133 1004517.520395831),75.7743155448551,26.913106286607857,"POLYGON ((576379.4523731942 2976550.3054719735, 576388.3311181775 2977550.9495994993, 577388.9761714935 2977542.0718277665, 577380.097469713 2976541.425797207, 576379.4523731942 2976550.3054719735))",2392853384,POINT (577542.2457514412 2976648.443124727),3788703677,Civil Lines,1089
"1187963.280286 1005017.520396, 1187963.280286 1006017.520396, 1188963.280286 1006017.520396, 1188963.280286 1005017.520396, 1187963.280286 1005017.520396",POINT (1188463.2802863133 1005517.520395831),75.77446661528461,26.922139492419408,"POLYGON ((576388.3311181775 2977550.9495994993, 576397.2079721 2978551.5936710457, 577397.8529574663 2978542.7178031527, 577388.9761714935 2977542.0718277665, 576388.3311181775 2977550.9495994993))",8642369295,POINT (577957.2030191227 2979103.8319276273),8076911203,Sapta Shakti Canteen,4501
"1187963.280286 1006017.520396, 1187963.280286 1007017.520396, 1188963.280286 1007017.520396, 1188963.280286 1006017.520396, 1187963.280286 1006017.520396",POINT (1188463.2802863133 1006517.520395831),75.77461770974632,26.93117268558989,"POLYGON ((576397.2079721 2978551.5936710457, 576406.0829341555 2979552.237661865, 577406.7278268237 2979543.363698616, 577397.8529574663 2978542.7178031527, 576397.2079721 2978551.5936710457))",9713737305,POINT (576890.101654028 2980046.2607590635),4727229662,Chomu Puliya,1816
"1187963.280286 1007017.520396, 1187963.280286 1008017.520396, 1188963.280286 1008017.520396, 1188963.280286 1007017.520396, 1187963.280286 1007017.520396",POINT (1188463.2802863133 1007517.520395831),75.77476882824598,26.94020586589321,"POLYGON ((576406.0829341555 2979552.237661865, 576414.9560035388 2980552.88154721, 577415.6007787572 2980544.0094894087, 577406.7278268237 2979543.363698616, 576406.0829341555 2979552.237661865))",3780587311,POINT (576890.101654028 2980046.2607590635),4727229662,Chomu Puliya,201
"1187963.280286 1008017.520396, 1187963.280286 1009017.520396, 1188963.280286 1009017.520396, 1188963.280286 1008017.520396, 1187963.280286 1008017.520396",POINT (1188463.2802863133 1008517.520395831),75.77491997078934,26.94923903310324,"POLYGON ((576414.9560035388 2980552.88154721, 576423.8271794464 2981553.525302323, 577424.4718124606 2981544.655150782, 577415.6007787572 2980544.0094894087, 576414.9560035388 2980552.88154721))",4587110567,POINT (576758.9266180636 2980770.3709655902),4787597131,Bhavani Niketan,569
"1187963.280286 1009017.520396, 1187963.280286 1010017.520396, 1188963.280286 1010017.520396, 1188963.280286 1009017.520396, 1187963.280286 1009017.520396",POINT (1188463.2802863133 1009517.520395831),75.77507113738211,26.958272186993845,"POLYGON ((576423.8271794464 2981553.525302323, 576432.6964610679 2982554.1689024544, 577433.3409271262 2982545.300657977, 577424.4718124606 2981544.655150782, 576423.8271794464 2981553.525302323))",8635125896,POINT (576581.25542471 2982178.062049759),2106356030,Khetan Hospital,432
"1187963.280286 1010017.520396, 1187963.280286 1011017.520396, 1188963.280286 1011017.520396, 1188963.280286 1010017.520396, 1187963.280286 1010017.520396",POINT (1188463.2802863133 1010517.520395831),75.77522232803005,26.9673053273389,"POLYGON ((576432.6964610679 2982554.1689024544, 576441.5638476034 2983554.812322849, 577442.2081219468 2983545.9459862364, 577433.3409271262 2982545.300657977, 576432.6964610679 2982554.1689024544))",2692620733,POINT (576665.0313652446 2982997.8858115957),2106356087,Alka Cinema,367
"1187963.280286 1011017.520396, 1187963.280286 1012017.520396, 1188963.280286 1012017.520396, 1188963.280286 1011017.520396, 1187963.280286 1011017.520396",POINT (1188463.2802863133 1011517.520395831),75.7753735427389,26.97633845391227,"POLYGON ((576441.5638476034 2983554.812322849, 576450.4293382464 2984555.455538745, 577451.0733961172 2984546.5911108092, 577442.2081219468 2983545.9459862364, 576441.5638476034 2983554.812322849))",3783117633,POINT (576645.0741145794 2983867.609388822),3784461646,2 Number,416
"1187963.280286 1012017.520396, 1187963.280286 1013017.520396, 1188963.280286 1013017.520396, 1188963.280286 1012017.520396, 1187963.280286 1012017.520396",POINT (1188463.2802863133 1012517.520395831),75.7755247815144,26.98537156648775,"POLYGON ((576450.4293382464 2984555.455538745, 576459.2929321916 2985556.0985253826, 577459.9367488297 2985547.236006928, 577451.0733961172 2984546.5911108092, 576450.4293382464 2984555.455538745))",9909551101,POINT (576825.2237290079 2984798.9061800255),4719811733,8 Number,477
"1187963.280286 1013017.520396, 1187963.280286 1014017.520396, 1188963.280286 1014017.520396, 1188963.280286 1013017.520396, 1187963.280286 1013017.520396",POINT (1188463.2802863133 1013517.520395831),75.77567604436229,26.99440466483919,"POLYGON ((576459.2929321916 2985556.0985253826, 576468.1546286352 2986556.7412580084, 577468.7981792765 2986547.880649838, 577459.9367488297 2985547.236006928, 576459.2929321916 2985556.0985253826))",2694234551,POINT (576598.2933030833 2985837.671965306),8041577920,Road Number 12,476
"1187963.280286 1014017.520396, 1187963.280286 1015017.520396, 1188963.280286 1015017.520396, 1188963.280286 1014017.520396, 1187963.280286 1014017.520396",POINT (1188463.2802863133 1014517.520395831),75.77582733128833,27.003437748740367,"POLYGON ((576468.1546286352 2986556.7412580084, 576477.0144267728 2987557.3837118493, 577477.6576866526 2987548.5250147716, 577468.7981792765 2986547.880649838, 576468.1546286352 2986556.7412580084))",4748796152,POINT (576443.6418994685 2987367.0818075137),4725663137,Jodrla,2301
"1187963.280286 1015017.520396, 1187963.280286 1016017.520396, 1188963.280286 1016017.520396, 1188963.280286 1015017.520396, 1187963.280286 1015017.520396",POINT (1188463.2802863133 1015517.520395831),75.77597864229826,27.01247081796508,"POLYGON ((576477.0144267728 2987557.3837118493, 576485.8723257968 2988558.025862146, 577486.5152701514 2988549.169076967, 577477.6576866526 2987548.5250147716, 576477.0144267728 2987557.3837118493))",4757584572,POINT (576313.7094126171 2987999.369159704),2831782041,Nindar mod,1014
"1188963.280286 989017.520396, 1188963.280286 990017.520396, 1189963.280286 990017.520396, 1189963.280286 989017.520396, 1188963.280286 989017.520396",POINT (1189463.2802863133 989517.520395831),75.78211675126806,26.777471216721523,"POLYGON ((577246.6875955214 2961531.7455409663, 577255.5949374355 2962532.389430648, 578256.2399451039 2962523.4828823954, 578247.3322746085 2961522.8370770807, 577246.6875955214 2961531.7455409663))",10294497534,POINT (580713.0551269094 2964405.6888254136),3939108380,Pratap Nagar,9962
"1188963.280286 990017.520396, 1188963.280286 991017.520396, 1189963.280286 991017.520396, 1189963.280286 990017.520396, 1188963.280286 990017.520396",POINT (1189463.2802863133 990517.520395831),75.78226826122153,26.786504574389426,"POLYGON ((577255.5949374355 2962532.389430648, 577264.5003756686 2963533.033636146, 578265.1456872028 2963524.1290043397, 578256.2399451039 2962523.4828823954, 577255.5949374355 2962532.389430648))",10008878253,POINT (580377.1659368022 2964910.5723872976),3785906801,Pratap Nagar Sector 5,4134
"1188963.280286 991017.520396, 1188963.280286 992017.520396, 1189963.280286 992017.520396, 1189963.280286 991017.520396, 1188963.280286 991017.520396",POINT (1189463.2802863133 991517.520395831),75.78241979524836,26.79553792280757,"POLYGON ((577264.5003756686 2963533.033636146, 577273.4039094145 2964533.6781327445, 578274.0495000911 2964524.77541819, 578265.1456872028 2963524.1290043397, 577264.5003756686 2963533.033636146))",9824150254,POINT (577921.9187728411 2966261.2346342877),3786560755,Saganer Low Floor Bus Stop,2296
"1188963.280286 992017.520396, 1188963.280286 993017.520396, 1189963.280286 993017.520396, 1189963.280286 992017.520396, 1188963.280286 992017.520396",POINT (1189463.2802863133 992517.520395831),75.78257135335431,26.804571261750063,"POLYGON ((577273.4039094145 2964533.6781327445, 577282.3055378587 2965534.3228957206, 578282.951382956 2965525.422099231, 578274.0495000911 2964524.77541819, 577273.4039094145 2964533.6781327445))",10304656815,POINT (577921.9187728411 2966261.2346342877),3786560755,Saganer Low Floor Bus Stop,1759
"1188963.280286 993017.520396, 1188963.280286 994017.520396, 1189963.280286 994017.520396, 1189963.280286 993017.520396, 1188963.280286 993017.520396",POINT (1189463.2802863133 993517.520395831),75.78272293554508,26.81360459099108,"POLYGON ((577282.3055378587 2965534.3228957206, 577291.2052601972 2966534.9679003484, 578291.851334992 2966526.0690227356, 578282.951382956 2965525.422099231, 577282.3055378587 2965534.3228957206))",4805352846,POINT (577921.9187728411 2966261.2346342877),3786560755,Saganer Low Floor Bus Stop,352
"1188963.280286 994017.520396, 1188963.280286 995017.520396, 1189963.280286 995017.520396, 1189963.280286 994017.520396, 1188963.280286 994017.520396",POINT (1189463.2802863133 994517.520395831),75.78287454182644,26.82263791030467,"POLYGON ((577291.2052601972 2966534.9679003484, 577300.1030756192 2967535.613121908, 578300.7493553851 2967526.71616398, 578291.851334992 2966526.0690227356, 577291.2052601972 2966534.9679003484))",9797993442,POINT (577883.7018153123 2966611.1988605447),3954548679,Sanganer Stadium,571
"1188963.280286 995017.520396, 1188963.280286 996017.520396, 1189963.280286 996017.520396, 1189963.280286 995017.520396, 1188963.280286 995017.520396",POINT (1189463.2802863133 995517.520395831),75.7830261722041,26.83167121946492,"POLYGON ((577300.1030756192 2967535.613121908, 577308.9989833143 2968536.2585356715, 578309.6454433245 2968527.3634982356, 578300.7493553851 2967526.71616398, 577300.1030756192 2967535.613121908))",3789014530,POINT (578883.1487120454 2968130.5524462014),3476201217,Taru Chaya Nagar,3423
"1188963.280286 996017.520396, 1188963.280286 997017.520396, 1189963.280286 997017.520396, 1189963.280286 996017.520396, 1188963.280286 996017.520396",POINT (1189463.2802863133 996517.520395831),75.78317782668385,26.84070451824595,"POLYGON ((577308.9989833143 2968536.2585356715, 577317.8929824743 2969536.9041169095, 578318.5395979997 2969528.0110007776, 578309.6454433245 2968527.3634982356, 577308.9989833143 2968536.2585356715))",3779369830,POINT (578876.2121462859 2968797.8487808793),3778252985,B2 Bypass Circle,1284
"1188963.280286 997017.520396, 1188963.280286 998017.520396, 1189963.280286 998017.520396, 1189963.280286 997017.520396, 1188963.280286 997017.520396",POINT (1189463.2802863133 997517.520395831),75.78332950527141,26.84973780642178,"POLYGON ((577317.8929824743 2969536.9041169095, 577326.7850722922 2970537.549840888, 578327.4318185976 2970528.65864687, 578318.5395979997 2969528.0110007776, 577317.8929824743 2969536.9041169095))",3787808586,POINT (578892.9877226733 2970164.3033951917),6876512280,Durgapura,1664
"1188963.280286 998017.520396, 1188963.280286 999017.520396, 1189963.280286 999017.520396, 1189963.280286 998017.520396, 1188963.280286 998017.520396",POINT (1189463.2802863133 998517.520395831),75.78348120797254,26.85877108376643,"POLYGON ((577326.7850722922 2970537.549840888, 577335.6752519574 2971538.1956828795, 578336.3221043102 2971529.3064117865, 578327.4318185976 2970528.65864687, 577326.7850722922 2970537.549840888))",8637664910,POINT (577884.4631468442 2972103.7591587794),2392626107,Triveni Chauraha,1521
"1188963.280286 999017.520396, 1188963.280286 1000017.520396, 1189963.280286 1000017.520396, 1189963.280286 999017.520396, 1188963.280286 999017.520396",POINT (1189463.2802863133 999517.520395831),75.78363293479298,26.867804350053976,"POLYGON ((577335.6752519574 2971538.1956828795, 577344.5635206616 2972538.841618145, 578345.2104543279 2972529.9542707857, 578336.3221043102 2971529.3064117865, 577335.6752519574 2971538.1956828795))",3785868158,POINT (577884.4631468442 2972103.7591587794),2392626107,Triveni Chauraha,206
"1188963.280286 1000017.520396, 1188963.280286 1001017.520396, 1189963.280286 1001017.520396, 1189963.280286 1000017.520396, 1188963.280286 1000017.520396",POINT (1189463.2802863133 1000517.520395831),75.78378468573847,26.87683760505841,"POLYGON ((577344.5635206616 2972538.841618145, 577353.4498775975 2973539.487621949, 578354.09686784 2973530.60219913, 578345.2104543279 2972529.9542707857, 577344.5635206616 2972538.841618145))",3785868591,POINT (577557.1916141363 2972406.460540506),2392627331,Nursing Home,837
"1188963.280286 1001017.520396, 1188963.280286 1002017.520396, 1189963.280286 1002017.520396, 1189963.280286 1001017.520396, 1188963.280286 1001017.520396",POINT (1189463.2802863133 1001517.520395831),75.78393646081479,26.885870848553704,"POLYGON ((577353.4498775975 2973539.487621949, 577362.3343219571 2974540.1336695566, 578362.9813440333 2974531.2501720903, 578354.09686784 2973530.60219913, 577353.4498775975 2973539.487621949))",3782908820,POINT (576765.2811830544 2973073.4999293154),3783098185,Mahesh Nagar,1819
"1188963.280286 1002017.520396, 1188963.280286 1003017.520396, 1189963.280286 1003017.520396, 1189963.280286 1002017.520396, 1188963.280286 1002017.520396",POINT (1189463.2802863133 1002517.520395831),75.78408826002769,26.89490408031388,"POLYGON ((577362.3343219571 2974540.1336695566, 577371.2168529329 2975540.779736222, 578371.8638821031 2975531.898164917, 578362.9813440333 2974531.2501720903, 577362.3343219571 2974540.1336695566))",8084792477,POINT (577775.7214849921 2975744.26769456),8084816361,Nandpuri Mod,783
